wavelength_nm,frequency_normalized,reflection,transmission,residual
492.0,1.2865853658536586,0.03338869437946018,0.9666113029531164,2.667423504298938e-09
493.0,1.283975659229209,0.032040188006009024,0.9679598093407017,2.653289254972435e-09
494.0,1.2813765182186234,0.03050503107534954,0.9694949662849397,2.6397107832920597e-09
495.0,1.2787878787878788,0.02883802605212781,0.9711619713211825,2.626689643570046e-09
496.0,1.276209677419355,0.02709290067574877,0.972907096710055,2.6141961928516366e-09
497.0,1.2736418511066396,0.025320739648320365,0.9746792577494932,2.6021864663050565e-09
498.0,1.2710843373493976,0.023568650788342138,0.9764313466210177,2.590640146848955e-09
499.0,1.2685370741482966,0.021878684937320515,0.978121312483131,2.5795485747437397e-09
500.0,1.2659999999999998,0.020287023589498833,0.9797129738416115,2.568889656551221e-09
501.0,1.2634730538922154,0.018823441100480898,0.9811765563408801,2.5586390783871593e-09
502.0,1.2609561752988048,0.017511039447243304,0.982488958003994,2.5487626453823964e-09
503.0,1.2584493041749503,0.01636624336046618,0.9836337541002214,2.539312426996787e-09
504.0,1.255952380952381,0.01539903306782868,0.9846009644019327,2.530238685238828e-09
505.0,1.2534653465346535,0.014613381886421143,0.9853866155919953,2.5215836085834553e-09
506.0,1.2509881422924902,0.014007857500910248,0.9859921399857571,2.513332653109046e-09
507.0,1.2485207100591715,0.013576339833024628,0.9864236576614458,2.5055295616027706e-09
508.0,1.2460629921259843,0.013308805558916652,0.9866911919429153,2.4981680057933886e-09
509.0,1.243614931237721,0.01319212985131973,0.9868078676573723,2.4913080487465322e-09
510.0,1.2411764705882353,0.013210859765949531,0.9867891377491029,2.4849475810384547e-09
511.0,1.2387475538160468,0.013347920508615762,0.9866520770122608,2.4791234620735736e-09
512.0,1.236328125,0.013585225029983435,0.9864147724961547,2.47386189311527e-09
513.0,1.2339181286549707,0.013904168264721982,0.9860958292660619,2.469216164868726e-09
514.0,1.2315175097276263,0.014285999053417452,0.9857139984813709,2.4652117014412056e-09
515.0,1.229126213592233,0.01471207453947569,0.9852879229986548,2.4618695970701765e-09
516.0,1.2267441860465116,0.015164012833153355,0.9848359847075931,2.4592534675349498e-09
517.0,1.2243713733075436,0.015623769245649191,0.984376228296972,2.4573787449355677e-09
518.0,1.222007722007722,0.016073668746369306,0.9839263287973614,2.45626929906706e-09
519.0,1.2196531791907514,0.01649643187817675,0.9835035656658351,2.4559881905972247e-09
520.0,1.2173076923076924,0.016875232653509754,0.983124764889926,2.4565642853247027e-09
521.0,1.2149712092130518,0.017193824536086335,0.9828061730059138,2.4579999147178455e-09
522.0,1.2126436781609196,0.017436764255175544,0.9825632332845188,2.460305625895387e-09
523.0,1.2103250478011471,0.017589752931678308,0.9824102446048085,2.4635131712358316e-09
524.0,1.2080152671755726,0.017640100216937755,0.982359897315467,2.4675952392527734e-09
525.0,1.2057142857142855,0.01757730071784415,0.9824226968096231,2.472532734110189e-09
526.0,1.203422053231939,0.01739369428458655,0.9826063032371187,2.478294680585691e-09
527.0,1.2011385199240987,0.01708516463965548,0.9829148328755378,2.4848066937366298e-09
528.0,1.1988636363636362,0.016651816548928385,0.9833481809590663,2.4920053798282993e-09
529.0,1.1965973534971643,0.016098562582352503,0.9839014349178722,2.4997752756661384e-09
530.0,1.1943396226415095,0.015435548493542672,0.9845644489984569,2.5080004739663764e-09
531.0,1.1920903954802258,0.014678352653332337,0.9853216448301153,2.5165524109027615e-09
532.0,1.1898496240601504,0.013847909985024751,0.9861520874896881,2.5252872015713024e-09
533.0,1.1876172607879925,0.012970133315893716,0.9870298641501183,2.5339880194152897e-09
534.0,1.1853932584269664,0.012075232514359647,0.9879247649431172,2.542523191984003e-09
535.0,1.183177570093458,0.011196760759249712,0.9888032366899989,2.5507513878864074e-09
536.0,1.1809701492537312,0.010370443888641959,0.9896295535529323,2.558425804544129e-09
537.0,1.1787709497206704,0.009632869376338598,0.9903671280582049,2.5654565138921726e-09
538.0,1.1765799256505576,0.009020123406404939,0.9909798740219098,2.5716853091495295e-09
539.0,1.1743970315398886,0.008566466503500077,0.9914335309195434,2.576956426025845e-09
540.0,1.1722222222222223,0.008303130556736359,0.9916968668620677,2.5811959236676785e-09
541.0,1.1700554528650648,0.008257304583257182,0.991742692832378,2.584364833246866e-09
542.0,1.1678966789667895,0.008451355917288978,0.9915486414964053,2.5863057251385158e-09
543.0,1.1657458563535912,0.008902310771075785,0.9910976866418172,2.5871069730953877e-09
544.0,1.1636029411764706,0.009621596206127646,0.9903784012071883,2.5866839781230055e-09
545.0,1.1614678899082567,0.01061502677546262,0.9893849706394524,2.585084923900638e-09
546.0,1.1593406593406592,0.011883004900484953,0.9881169925171555,2.582359548419788e-09
547.0,1.1572212065813527,0.01342089500054457,0.9865791024208923,2.5785631407870824e-09
548.0,1.155109489051095,0.015219527312512592,0.984780470113752,2.5737353359645e-09
549.0,1.1530054644808743,0.017265787496684688,0.9827342099353209,2.567994372704163e-09
550.0,1.1509090909090909,0.019543251499841853,0.9804567459387461,2.5614120824357656e-09
551.0,1.148820326678766,0.022032830632950057,0.9779671668129901,2.5540598524997904e-09
552.0,1.1467391304347825,0.024713398393559995,0.9752865990603549,2.546085120513908e-09
553.0,1.1446654611211573,0.027562377377593334,0.9724376200848338,2.537572818539502e-09
554.0,1.1425992779783394,0.030556271053403652,0.9694437264179627,2.5286336358121275e-09
555.0,1.1405405405405404,0.03367113080398553,0.9663288666766455,2.519368935693933e-09
556.0,1.1384892086330936,0.0368829532562533,0.9631170442338782,2.509868424205308e-09
557.0,1.1364452423698383,0.04016800643090064,0.9598319910688303,2.5002689918451892e-09
558.0,1.1344086021505377,0.043503085677217924,0.9564969118321547,2.4906273710101345e-09
559.0,1.1323792486583184,0.046865701780802335,0.9531342957381206,2.4810771215300065e-09
560.0,1.1303571428571428,0.050234204139468906,0.9497657933888287,2.4717023983100717e-09
561.0,1.1283422459893049,0.05358784158828029,0.9464121559490885,2.4626312100650694e-09
562.0,1.1263345195729535,0.05690676238672877,0.9430932351593273,2.4539439369419824e-09
563.0,1.1243339253996447,0.06017195310788417,0.9398280444463204,2.445795455052746e-09
564.0,1.122340425531915,0.06336511371657,0.9366348838452103,2.4382196261996114e-09
565.0,1.120353982300885,0.06646846303508293,0.9335315345335026,2.4314145141701715e-09
566.0,1.1183745583038869,0.06946446519675524,0.9305355323777572,2.42548758855321e-09
567.0,1.1164021164021163,0.07233546395188818,0.9276645336274876,2.4206242565938396e-09
568.0,1.11443661971831,0.07506320873296246,0.9249367888501204,2.4169171108923138e-09
569.0,1.1124780316344463,0.07762825625478148,0.9223717413305542,2.414664357353047e-09
570.0,1.1105263157894736,0.08000923834191825,0.9199907592440575,2.4140243137793505e-09
571.0,1.1085814360770578,0.08218200877566983,0.9178179888091359,2.4151942668027004e-09
572.0,1.1066433566433567,0.08411873379780321,0.9158812637836629,2.4185339286830754e-09
573.0,1.1047120418848166,0.08578709606674942,0.9142129015090018,2.4242488017023334e-09
574.0,1.102787456445993,0.08714997231250206,0.9128500252549492,2.4325487180121286e-09
575.0,1.1008695652173914,0.08816624794997018,0.9118337496064746,2.4435552470336575e-09
576.0,1.0989583333333333,0.08879382434305988,0.9112061731996937,2.4572464063510324e-09
577.0,1.0970537261698439,0.08899617728122174,0.911003820245542,2.4732361714185913e-09
578.0,1.0951557093425606,0.08875354730872678,0.9112464502005926,2.4906806617153165e-09
579.0,1.0932642487046633,0.08807814711956397,0.9119218503722343,2.508201757400741e-09
580.0,1.0913793103448275,0.08702905236786067,0.9129709451082753,2.523864117698338e-09
581.0,1.089500860585198,0.08571794544901391,0.9142820520154767,2.5355093580259336e-09
582.0,1.0876288659793816,0.08429612600982768,0.9157038714489536,2.5412186799300684e-09
583.0,1.085763293310463,0.08292121407248111,0.9170787833876137,2.5399051750696344e-09
584.0,1.0839041095890412,0.08171622507865442,0.9182837723896548,2.531690856955038e-09
585.0,1.082051282051282,0.08074149033858574,0.9192585071436621,2.517752228925474e-09
586.0,1.0802047781569966,0.07999179199255743,0.9200082055075169,2.4999255998636727e-09
587.0,1.078364565587734,0.07941454129458987,0.9205854562252951,2.4801150022568663e-09
588.0,1.0765306122448979,0.07893515861269744,0.9210648389273484,2.459954240308093e-09
589.0,1.0747028862478778,0.0784779460328378,0.9215220515265288,2.4406334730997514e-09
590.0,1.0728813559322032,0.07797808789536646,0.922021909681752,2.4228815620475075e-09
591.0,1.0710659898477157,0.07738593713599998,0.9226140604569106,2.407089416678332e-09
592.0,1.0692567567567568,0.07666661287646362,0.9233333847301226,2.3934138004833017e-09
593.0,1.0674536256323777,0.07579754384365359,0.9242024537745004,2.3818460537228248e-09
594.0,1.0656565656565655,0.07476556697112681,0.9252344306565687,2.3723044639822888e-09
595.0,1.0638655462184874,0.07356433447859272,0.9264356631567421,2.364665241394448e-09
596.0,1.0620805369127517,0.07219226995806126,0.9278077276831367,2.3588020425791e-09
597.0,1.0603015075376883,0.0706510690540839,0.9293489285913437,2.3545724259221856e-09
598.0,1.0585284280936456,0.06894465099492333,0.9310553466532117,2.3518650360543347e-09
599.0,1.0567612687813022,0.06707845245086949,0.9329215451985532,2.350577288368072e-09
600.0,1.055,0.06505896945052822,0.9349410281988585,2.35061325959407e-09
601.0,1.0532445923460898,0.0628934746884327,0.9371065229596521,2.3519152181350478e-09
602.0,1.0514950166112957,0.060589857760215825,0.9394101398853871,2.354397010684295e-09
603.0,1.0497512437810945,0.058156552026724415,0.9418434456152454,2.3580302155323807e-09
604.0,1.0480132450331126,0.055602523812544144,0.9443974738246843,2.362771533981345e-09
605.0,1.0462809917355371,0.052937308183843776,0.9470626894475647,2.368591545121035e-09
606.0,1.0445544554455446,0.05017108144342838,0.9498289161811111,2.3754604949743907e-09
607.0,1.042833607907743,0.04731476440735067,0.9526852332092781,2.3833711670917523e-09
608.0,1.0411184210526316,0.04438015296831537,0.9556198446393851,2.392299580655788e-09
609.0,1.0394088669950738,0.041380073691809086,0.9586199239059577,2.402233190146319e-09
610.0,1.0377049180327869,0.038328562348641404,0.9616714352381964,2.413162225600729e-09
611.0,1.0360065466448445,0.035241062320195096,0.9647589352547379,2.425067036071482e-09
612.0,1.034313725490196,0.03213463755860311,0.9678653600034967,2.4379002150354268e-09
613.0,1.0326264274061991,0.029028190961312865,0.9709718065870535,2.45163367385004e-09
614.0,1.0309446254071661,0.02594267328918936,0.9740573242445977,2.466213011587115e-09
615.0,1.0292682926829269,0.022901259789335972,0.9770987377291184,2.4815456356463983e-09
616.0,1.0275974025974026,0.019929461315315852,0.980070536187163,2.497521189859242e-09
617.0,1.025931928687196,0.017055124222631765,0.982944873263389,2.5139792469985878e-09
618.0,1.0242718446601942,0.014308259708851486,0.9856917377603996,2.5307488327186434e-09
619.0,1.0226171243941842,0.011720630927748027,0.9882793665247116,2.5475404008545866e-09
620.0,1.020967741935484,0.009325019328867267,0.9906749781070548,2.564077838940193e-09
621.0,1.0193236714975844,0.007154096612352117,0.9928459008076701,2.5799777869650597e-09
622.0,1.017684887459807,0.005238853580103073,0.9947611438250739,2.5948230231165326e-09
623.0,1.0160513643659712,0.0036065902501245736,0.9963934071417349,2.608140592386121e-09
624.0,1.0144230769230769,0.002278557616888468,0.997721439763715,2.6193965885212833e-09
625.0,1.0128,0.0012674561726492232,0.9987325411992644,2.628086415157327e-09
